method,estimate,n
pw,0.03911346937479893,22
beale,0.03800308326265743,22
rating,0.03419980388574347,22
composite,0.03936214933669758,22
pw,0.04035633910717814,22
beale,0.039576893041308014,22
rating,0.0354638879388088,22
composite,0.04049896746555882,22
pw,0.03862309305918639,22
beale,0.03642301777380963,22
rating,0.033319971298673506,22
composite,0.03855897953112596,22
pw,0.039802695176540406,22
beale,0.038879683807575546,22
rating,0.03529874113783088,22
composite,0.04008954665190648,22
pw,0.03844568759471791,22
beale,0.03791389768428955,22
rating,0.03452550136171509,22
composite,0.03866177014502632,22
pw,0.04072349024236464,22
beale,0.03966285305564811,22
rating,0.034900487616607294,22
composite,0.04063303508435553,22
pw,0.03993789209279558,22
beale,0.038086986465860215,22
rating,0.03351078952678752,22
composite,0.03974239150026624,22
pw,0.0411872110279746,22
beale,0.04199100979804787,22
rating,0.036794733970508586,22
composite,0.04126201217480327,22
pw,0.03844568759471791,22
beale,0.03791389768428955,22
rating,0.03452550136171509,22
composite,0.03866177014502632,22
pw,0.04189777968149479,22
beale,0.040819798168134726,22
rating,0.03709202436676519,22
composite,0.04212927888910056,22
pw,0.0411872110279746,22
beale,0.04199100979804787,22
rating,0.036794733970508586,22
composite,0.04126201217480327,22
pw,0.04035633910717814,22
beale,0.039576893041308014,22
rating,0.0354638879388088,22
composite,0.04049896746555882,22
pw,0.04072349024236464,22
beale,0.03966285305564811,22
rating,0.034900487616607294,22
composite,0.04063303508435553,22
pw,0.03992870825150056,22
beale,0.03609037413474245,22
rating,0.03370276042490192,22
composite,0.0396723880183281,22
pw,0.04035633910717814,22
beale,0.039576893041308014,22
rating,0.0354638879388088,22
composite,0.04049896746555882,22
pw,0.03993789209279558,22
beale,0.038086986465860215,22
rating,0.03351078952678752,22
composite,0.03974239150026624,22
pw,0.04035633910717814,22
beale,0.039576893041308014,22
rating,0.0354638879388088,22
composite,0.04049896746555882,22
pw,0.0380823183913037,22
beale,0.0376260413192729,22
rating,0.034083238569449684,22
composite,0.03844575230055548,22
pw,0.04035633910717814,22
beale,0.039576893041308014,22
rating,0.0354638879388088,22
composite,0.04049896746555882,22
pw,0.04072349024236464,22
beale,0.03966285305564811,22
rating,0.034900487616607294,22
composite,0.04063303508435553,22
pw,0.04072349024236464,22
beale,0.03966285305564811,22
rating,0.034900487616607294,22
composite,0.04063303508435553,22
pw,0.039106587759808485,22
beale,0.03897381785430947,22
rating,0.03610881510037732,22
composite,0.039378418574875056,22
pw,0.03862309305918639,22
beale,0.03642301777380963,22
rating,0.033319971298673506,22
composite,0.03855897953112596,22
pw,0.0411872110279746,22
beale,0.04199100979804787,22
rating,0.036794733970508586,22
composite,0.04126201217480327,22
pw,0.0380823183913037,22
beale,0.0376260413192729,22
rating,0.034083238569449684,22
composite,0.03844575230055548,22
pw,0.04035633910717814,22
beale,0.039576893041308014,22
rating,0.0354638879388088,22
composite,0.04049896746555882,22
pw,0.039802695176540406,22
beale,0.038879683807575546,22
rating,0.03529874113783088,22
composite,0.04008954665190648,22
pw,0.03813915621228492,22
beale,0.03727531825140655,22
rating,0.034158202403675474,22
composite,0.03856133198644465,22
pw,0.04072349024236464,22
beale,0.03966285305564811,22
rating,0.034900487616607294,22
composite,0.04063303508435553,22
pw,0.0380823183913037,22
beale,0.0376260413192729,22
rating,0.034083238569449684,22
composite,0.03844575230055548,22
pw,0.03844568759471791,22
beale,0.03791389768428955,22
rating,0.03452550136171509,22
composite,0.03866177014502632,22
pw,0.04007845355407626,22
beale,0.03860281088662906,22
rating,0.03589838893594202,22
composite,0.040194861450040364,22
pw,0.03875817052004694,22
beale,0.03790968139475133,22
rating,0.034448624074815394,22
composite,0.03897322854393031,22
pw,0.03862372946639956,22
beale,0.03761959920151834,22
rating,0.033577874918144644,22
composite,0.03873312715227693,22
pw,0.03849680056481672,22
beale,0.037602997787584455,22
rating,0.034402994122883904,22
composite,0.03888396143734739,22
pw,0.038372594506559415,22
beale,0.03763299345751169,22
rating,0.03385981625511903,22
composite,0.038741533893386325,22
pw,0.04072349024236464,22
beale,0.03966285305564811,22
rating,0.034900487616607294,22
composite,0.04063303508435553,22
pw,0.03896239597953889,22
beale,0.03718933720406919,22
rating,0.03364979269424111,22
composite,0.03905538136990051,22
pw,0.03862092084578673,22
beale,0.03695752764951168,22
rating,0.032228307772177715,22
composite,0.03828624434205883,22
pw,0.039106587759808485,22
beale,0.03897381785430947,22
rating,0.03610881510037732,22
composite,0.039378418574875056,22
pw,0.0380823183913037,22
beale,0.0376260413192729,22
rating,0.034083238569449684,22
composite,0.03844575230055548,22
pw,0.03993789209279558,22
beale,0.038086986465860215,22
rating,0.03351078952678752,22
composite,0.03974239150026624,22
pw,0.03911346937479893,22
beale,0.03800308326265743,22
rating,0.03419980388574347,22
composite,0.03936214933669758,22
pw,0.03849680056481672,22
beale,0.037602997787584455,22
rating,0.034402994122883904,22
composite,0.03888396143734739,22
pw,0.03993789209279558,22
beale,0.038086986465860215,22
rating,0.03351078952678752,22
composite,0.03974239150026624,22
pw,0.04035633910717814,22
beale,0.039576893041308014,22
rating,0.0354638879388088,22
composite,0.04049896746555882,22
pw,0.039106587759808485,22
beale,0.03897381785430947,22
rating,0.03610881510037732,22
composite,0.039378418574875056,22
pw,0.039106587759808485,22
beale,0.03897381785430947,22
rating,0.03610881510037732,22
composite,0.039378418574875056,22
pw,0.03992870825150056,22
beale,0.03609037413474245,22
rating,0.03370276042490192,22
composite,0.0396723880183281,22
pw,0.03813915621228492,22
beale,0.03727531825140655,22
rating,0.034158202403675474,22
composite,0.03856133198644465,22
pw,0.03862372946639956,22
beale,0.03761959920151834,22
rating,0.033577874918144644,22
composite,0.03873312715227693,22
pw,0.03936399790284903,22
beale,0.037221119105154285,22
rating,0.03404000249622607,22
composite,0.0394693630011387,22
pw,0.0411872110279746,22
beale,0.04199100979804787,22
rating,0.036794733970508586,22
composite,0.04126201217480327,22
pw,0.03993789209279558,22
beale,0.038086986465860215,22
rating,0.03351078952678752,22
composite,0.03974239150026624,22
pw,0.03862372946639956,22
beale,0.03761959920151834,22
rating,0.033577874918144644,22
composite,0.03873312715227693,22
pw,0.0411872110279746,22
beale,0.04199100979804787,22
rating,0.036794733970508586,22
composite,0.04126201217480327,22
pw,0.0380823183913037,22
beale,0.0376260413192729,22
rating,0.034083238569449684,22
composite,0.03844575230055548,22
pw,0.04189777968149479,22
beale,0.040819798168134726,22
rating,0.03709202436676519,22
composite,0.04212927888910056,22
pw,0.03862372946639956,19
beale,0.03761959920151834,19
rating,0.033577874918144644,19
composite,0.03873312715227693,19
pw,0.03993789209279558,19
beale,0.038086986465860215,19
rating,0.03351078952678752,19
composite,0.03974239150026624,19
pw,0.03862372946639956,19
beale,0.03761959920151834,19
rating,0.033577874918144644,19
composite,0.03873312715227693,19
pw,0.03862372946639956,19
beale,0.03761959920151834,19
rating,0.033577874918144644,19
composite,0.03873312715227693,19
pw,0.039802695176540406,19
beale,0.038879683807575546,19
rating,0.03529874113783088,19
composite,0.04008954665190648,19
pw,0.03862372946639956,19
beale,0.03761959920151834,19
rating,0.033577874918144644,19
composite,0.03873312715227693,19
pw,0.03844568759471791,19
beale,0.03791389768428955,19
rating,0.03452550136171509,19
composite,0.03866177014502632,19
pw,0.0411872110279746,19
beale,0.04199100979804787,19
rating,0.036794733970508586,19
composite,0.04126201217480327,19
pw,0.03844568759471791,19
beale,0.03791389768428955,19
rating,0.03452550136171509,19
composite,0.03866177014502632,19
pw,0.03862092084578673,19
beale,0.03695752764951168,19
rating,0.032228307772177715,19
composite,0.03828624434205883,19
pw,0.039802695176540406,19
beale,0.038879683807575546,19
rating,0.03529874113783088,19
composite,0.04008954665190648,19
pw,0.04072349024236464,19
beale,0.03966285305564811,19
rating,0.034900487616607294,19
composite,0.04063303508435553,19
pw,0.03813915621228492,19
beale,0.03727531825140655,19
rating,0.034158202403675474,19
composite,0.03856133198644465,19
pw,0.03875817052004694,19
beale,0.03790968139475133,19
rating,0.034448624074815394,19
composite,0.03897322854393031,19
pw,0.038372594506559415,19
beale,0.03763299345751169,19
rating,0.03385981625511903,19
composite,0.038741533893386325,19
pw,0.03862372946639956,19
beale,0.03761959920151834,19
rating,0.033577874918144644,19
composite,0.03873312715227693,19
pw,0.039802695176540406,19
beale,0.038879683807575546,19
rating,0.03529874113783088,19
composite,0.04008954665190648,19
pw,0.03844568759471791,19
beale,0.03791389768428955,19
rating,0.03452550136171509,19
composite,0.03866177014502632,19
pw,0.03813915621228492,19
beale,0.03727531825140655,19
rating,0.034158202403675474,19
composite,0.03856133198644465,19
pw,0.039802695176540406,19
beale,0.038879683807575546,19
rating,0.03529874113783088,19
composite,0.04008954665190648,19
pw,0.03862309305918639,19
beale,0.03642301777380963,19
rating,0.033319971298673506,19
composite,0.03855897953112596,19
pw,0.03862372946639956,19
beale,0.03761959920151834,19
rating,0.033577874918144644,19
composite,0.03873312715227693,19
pw,0.03862372946639956,19
beale,0.03761959920151834,19
rating,0.033577874918144644,19
composite,0.03873312715227693,19
pw,0.04072349024236464,19
beale,0.03966285305564811,19
rating,0.034900487616607294,19
composite,0.04063303508435553,19
pw,0.03875817052004694,19
beale,0.03790968139475133,19
rating,0.034448624074815394,19
composite,0.03897322854393031,19
pw,0.038372594506559415,19
beale,0.03763299345751169,19
rating,0.03385981625511903,19
composite,0.038741533893386325,19
pw,0.03993789209279558,19
beale,0.038086986465860215,19
rating,0.03351078952678752,19
composite,0.03974239150026624,19
pw,0.03813915621228492,19
beale,0.03727531825140655,19
rating,0.034158202403675474,19
composite,0.03856133198644465,19
pw,0.03875817052004694,19
beale,0.03790968139475133,19
rating,0.034448624074815394,19
composite,0.03897322854393031,19
pw,0.04072349024236464,19
beale,0.03966285305564811,19
rating,0.034900487616607294,19
composite,0.04063303508435553,19
pw,0.0411872110279746,19
beale,0.04199100979804787,19
rating,0.036794733970508586,19
composite,0.04126201217480327,19
pw,0.03813915621228492,19
beale,0.03727531825140655,19
rating,0.034158202403675474,19
composite,0.03856133198644465,19
pw,0.03896239597953889,19
beale,0.03718933720406919,19
rating,0.03364979269424111,19
composite,0.03905538136990051,19
pw,0.03896239597953889,19
beale,0.03718933720406919,19
rating,0.03364979269424111,19
composite,0.03905538136990051,19
pw,0.038372594506559415,19
beale,0.03763299345751169,19
rating,0.03385981625511903,19
composite,0.038741533893386325,19
pw,0.03862092084578673,19
beale,0.03695752764951168,19
rating,0.032228307772177715,19
composite,0.03828624434205883,19
pw,0.03993789209279558,19
beale,0.038086986465860215,19
rating,0.03351078952678752,19
composite,0.03974239150026624,19
pw,0.03939214727541609,19
beale,0.03762304636044854,19
rating,0.03397235119540651,19
composite,0.03941433671025439,19
pw,0.03862309305918639,19
beale,0.03642301777380963,19
rating,0.033319971298673506,19
composite,0.03855897953112596,19
pw,0.03911346937479893,19
beale,0.03800308326265743,19
rating,0.03419980388574347,19
composite,0.03936214933669758,19
pw,0.03862372946639956,19
beale,0.03761959920151834,19
rating,0.033577874918144644,19
composite,0.03873312715227693,19
pw,0.0411872110279746,19
beale,0.04199100979804787,19
rating,0.036794733970508586,19
composite,0.04126201217480327,19
pw,0.03862309305918639,19
beale,0.03642301777380963,19
rating,0.033319971298673506,19
composite,0.03855897953112596,19
pw,0.04072349024236464,19
beale,0.03966285305564811,19
rating,0.034900487616607294,19
composite,0.04063303508435553,19
pw,0.039802695176540406,19
beale,0.038879683807575546,19
rating,0.03529874113783088,19
composite,0.04008954665190648,19
pw,0.04072349024236464,19
beale,0.03966285305564811,19
rating,0.034900487616607294,19
composite,0.04063303508435553,19
pw,0.0380823183913037,19
beale,0.0376260413192729,19
rating,0.034083238569449684,19
composite,0.03844575230055548,19
pw,0.03862372946639956,19
beale,0.03761959920151834,19
rating,0.033577874918144644,19
composite,0.03873312715227693,19
pw,0.03813915621228492,19
beale,0.03727531825140655,19
rating,0.034158202403675474,19
composite,0.03856133198644465,19
pw,0.03862092084578673,19
beale,0.03695752764951168,19
rating,0.032228307772177715,19
composite,0.03828624434205883,19
pw,0.03936399790284903,19
beale,0.037221119105154285,19
rating,0.03404000249622607,19
composite,0.0394693630011387,19
pw,0.03862092084578673,19
beale,0.03695752764951168,19
rating,0.032228307772177715,19
composite,0.03828624434205883,19
pw,0.03896239597953889,19
beale,0.03718933720406919,19
rating,0.03364979269424111,19
composite,0.03905538136990051,19
pw,0.03862372946639956,19
beale,0.03761959920151834,19
rating,0.033577874918144644,19
composite,0.03873312715227693,19
pw,0.03936399790284903,19
beale,0.037221119105154285,19
rating,0.03404000249622607,19
composite,0.0394693630011387,19
pw,0.04072349024236464,19
beale,0.03966285305564811,19
rating,0.034900487616607294,19
composite,0.04063303508435553,19
pw,0.0380823183913037,19
beale,0.0376260413192729,19
rating,0.034083238569449684,19
composite,0.03844575230055548,19
pw,0.04035633910717814,19
beale,0.039576893041308014,19
rating,0.0354638879388088,19
composite,0.04049896746555882,19
pw,0.03939214727541609,19
beale,0.03762304636044854,19
rating,0.03397235119540651,19
composite,0.03941433671025439,19
pw,0.03849680056481672,19
beale,0.037602997787584455,19
rating,0.034402994122883904,19
composite,0.03888396143734739,19
pw,0.038372594506559415,19
beale,0.03763299345751169,19
rating,0.03385981625511903,19
composite,0.038741533893386325,19
pw,0.03849680056481672,19
beale,0.037602997787584455,19
rating,0.034402994122883904,19
composite,0.03888396143734739,19
pw,0.03911346937479893,19
beale,0.03800308326265743,19
rating,0.03419980388574347,19
composite,0.03936214933669758,19
pw,0.03862372946639956,19
beale,0.03761959920151834,19
rating,0.033577874918144644,19
composite,0.03873312715227693,19
pw,0.03813915621228492,19
beale,0.03727531825140655,19
rating,0.034158202403675474,19
composite,0.03856133198644465,19
pw,0.03813915621228492,19
beale,0.03727531825140655,19
rating,0.034158202403675474,19
composite,0.03856133198644465,19
pw,0.03844568759471791,19
beale,0.03791389768428955,19
rating,0.03452550136171509,19
composite,0.03866177014502632,19
pw,0.03936399790284903,19
beale,0.037221119105154285,19
rating,0.03404000249622607,19
composite,0.0394693630011387,19
pw,0.03993789209279558,19
beale,0.038086986465860215,19
rating,0.03351078952678752,19
composite,0.03974239150026624,19
pw,0.03862092084578673,19
beale,0.03695752764951168,19
rating,0.032228307772177715,19
composite,0.03828624434205883,19
pw,0.03911346937479893,19
beale,0.03800308326265743,19
rating,0.03419980388574347,19
composite,0.03936214933669758,19
pw,0.03896239597953889,19
beale,0.03718933720406919,19
rating,0.03364979269424111,19
composite,0.03905538136990051,19
pw,0.03896239597953889,19
beale,0.03718933720406919,19
rating,0.03364979269424111,19
composite,0.03905538136990051,19
pw,0.03896239597953889,19
beale,0.03718933720406919,19
rating,0.03364979269424111,19
composite,0.03905538136990051,19
pw,0.038372594506559415,19
beale,0.03763299345751169,19
rating,0.03385981625511903,19
composite,0.038741533893386325,19
pw,0.0380823183913037,19
beale,0.0376260413192729,19
rating,0.034083238569449684,19
composite,0.03844575230055548,19
pw,0.03849680056481672,19
beale,0.037602997787584455,19
rating,0.034402994122883904,19
composite,0.03888396143734739,19
pw,0.03911346937479893,19
beale,0.03800308326265743,19
rating,0.03419980388574347,19
composite,0.03936214933669758,19
pw,0.039106587759808485,19
beale,0.03897381785430947,19
rating,0.03610881510037732,19
composite,0.039378418574875056,19
pw,0.03862309305918639,19
beale,0.03642301777380963,19
rating,0.033319971298673506,19
composite,0.03855897953112596,19
pw,0.039802695176540406,19
beale,0.038879683807575546,19
rating,0.03529874113783088,19
composite,0.04008954665190648,19
pw,0.03993789209279558,19
beale,0.038086986465860215,19
rating,0.03351078952678752,19
composite,0.03974239150026624,19
pw,0.03813915621228492,19
beale,0.03727531825140655,19
rating,0.034158202403675474,19
composite,0.03856133198644465,19
pw,0.03862309305918639,19
beale,0.03642301777380963,19
rating,0.033319971298673506,19
composite,0.03855897953112596,19
pw,0.038372594506559415,19
beale,0.03763299345751169,19
rating,0.03385981625511903,19
composite,0.038741533893386325,19
pw,0.03862372946639956,19
beale,0.03761959920151834,19
rating,0.033577874918144644,19
composite,0.03873312715227693,19
pw,0.03896239597953889,19
beale,0.03718933720406919,19
rating,0.03364979269424111,19
composite,0.03905538136990051,19
pw,0.03993789209279558,19
beale,0.038086986465860215,19
rating,0.03351078952678752,19
composite,0.03974239150026624,19
pw,0.039802695176540406,19
beale,0.038879683807575546,19
rating,0.03529874113783088,19
composite,0.04008954665190648,19
pw,0.03911346937479893,19
beale,0.03800308326265743,19
rating,0.03419980388574347,19
composite,0.03936214933669758,19
pw,0.03862092084578673,19
beale,0.03695752764951168,19
rating,0.032228307772177715,19
composite,0.03828624434205883,19
pw,0.03849680056481672,19
beale,0.037602997787584455,19
rating,0.034402994122883904,19
composite,0.03888396143734739,19
pw,0.039106587759808485,19
beale,0.03897381785430947,19
rating,0.03610881510037732,19
composite,0.039378418574875056,19
pw,0.03862092084578673,19
beale,0.03695752764951168,19
rating,0.032228307772177715,19
composite,0.03828624434205883,19
pw,0.03849680056481672,19
beale,0.037602997787584455,19
rating,0.034402994122883904,19
composite,0.03888396143734739,19
pw,0.03849680056481672,19
beale,0.037602997787584455,19
rating,0.034402994122883904,19
composite,0.03888396143734739,19
pw,0.03849680056481672,19
beale,0.037602997787584455,19
rating,0.034402994122883904,19
composite,0.03888396143734739,19
pw,0.03862372946639956,19
beale,0.03761959920151834,19
rating,0.033577874918144644,19
composite,0.03873312715227693,19
pw,0.04035633910717814,19
beale,0.039576893041308014,19
rating,0.0354638879388088,19
composite,0.04049896746555882,19
pw,0.038372594506559415,19
beale,0.03763299345751169,19
rating,0.03385981625511903,19
composite,0.038741533893386325,19
pw,0.03862092084578673,16
beale,0.03695752764951168,16
rating,0.032228307772177715,16
composite,0.03828624434205883,16
pw,0.0380823183913037,16
beale,0.0376260413192729,16
rating,0.034083238569449684,16
composite,0.03844575230055548,16
pw,0.03911346937479893,16
beale,0.03800308326265743,16
rating,0.03419980388574347,16
composite,0.03936214933669758,16
pw,0.03993789209279558,16
beale,0.038086986465860215,16
rating,0.03351078952678752,16
composite,0.03974239150026624,16
pw,0.0380823183913037,16
beale,0.0376260413192729,16
rating,0.034083238569449684,16
composite,0.03844575230055548,16
pw,0.03862372946639956,16
beale,0.03761959920151834,16
rating,0.033577874918144644,16
composite,0.03873312715227693,16
pw,0.04072349024236464,16
beale,0.03966285305564811,16
rating,0.034900487616607294,16
composite,0.04063303508435553,16
pw,0.03813915621228492,16
beale,0.03727531825140655,16
rating,0.034158202403675474,16
composite,0.03856133198644465,16
pw,0.03862372946639956,16
beale,0.03761959920151834,16
rating,0.033577874918144644,16
composite,0.03873312715227693,16
pw,0.03813915621228492,16
beale,0.03727531825140655,16
rating,0.034158202403675474,16
composite,0.03856133198644465,16
pw,0.04072349024236464,16
beale,0.03966285305564811,16
rating,0.034900487616607294,16
composite,0.04063303508435553,16
pw,0.038372594506559415,16
beale,0.03763299345751169,16
rating,0.03385981625511903,16
composite,0.038741533893386325,16
pw,0.03936399790284903,16
beale,0.037221119105154285,16
rating,0.03404000249622607,16
composite,0.0394693630011387,16
pw,0.03911346937479893,16
beale,0.03800308326265743,16
rating,0.03419980388574347,16
composite,0.03936214933669758,16
pw,0.03911346937479893,16
beale,0.03800308326265743,16
rating,0.03419980388574347,16
composite,0.03936214933669758,16
pw,0.03844568759471791,16
beale,0.03791389768428955,16
rating,0.03452550136171509,16
composite,0.03866177014502632,16
pw,0.03862372946639956,16
beale,0.03761959920151834,16
rating,0.033577874918144644,16
composite,0.03873312715227693,16
pw,0.039802695176540406,16
beale,0.038879683807575546,16
rating,0.03529874113783088,16
composite,0.04008954665190648,16
pw,0.03862372946639956,16
beale,0.03761959920151834,16
rating,0.033577874918144644,16
composite,0.03873312715227693,16
pw,0.03813915621228492,16
beale,0.03727531825140655,16
rating,0.034158202403675474,16
composite,0.03856133198644465,16
pw,0.03844568759471791,16
beale,0.03791389768428955,16
rating,0.03452550136171509,16
composite,0.03866177014502632,16
pw,0.04072349024236464,16
beale,0.03966285305564811,16
rating,0.034900487616607294,16
composite,0.04063303508435553,16
pw,0.0380823183913037,16
beale,0.0376260413192729,16
rating,0.034083238569449684,16
composite,0.03844575230055548,16
pw,0.03844568759471791,16
beale,0.03791389768428955,16
rating,0.03452550136171509,16
composite,0.03866177014502632,16
pw,0.03862309305918639,16
beale,0.03642301777380963,16
rating,0.033319971298673506,16
composite,0.03855897953112596,16
pw,0.03849680056481672,16
beale,0.037602997787584455,16
rating,0.034402994122883904,16
composite,0.03888396143734739,16
pw,0.039802695176540406,16
beale,0.038879683807575546,16
rating,0.03529874113783088,16
composite,0.04008954665190648,16
pw,0.0380823183913037,16
beale,0.0376260413192729,16
rating,0.034083238569449684,16
composite,0.03844575230055548,16
pw,0.03896239597953889,16
beale,0.03718933720406919,16
rating,0.03364979269424111,16
composite,0.03905538136990051,16
pw,0.03896239597953889,16
beale,0.03718933720406919,16
rating,0.03364979269424111,16
composite,0.03905538136990051,16
pw,0.0380823183913037,16
beale,0.0376260413192729,16
rating,0.034083238569449684,16
composite,0.03844575230055548,16
pw,0.03993789209279558,16
beale,0.038086986465860215,16
rating,0.03351078952678752,16
composite,0.03974239150026624,16
pw,0.03896239597953889,16
beale,0.03718933720406919,16
rating,0.03364979269424111,16
composite,0.03905538136990051,16
pw,0.0380823183913037,16
beale,0.0376260413192729,16
rating,0.034083238569449684,16
composite,0.03844575230055548,16
pw,0.03813915621228492,16
beale,0.03727531825140655,16
rating,0.034158202403675474,16
composite,0.03856133198644465,16
pw,0.039802695176540406,16
beale,0.038879683807575546,16
rating,0.03529874113783088,16
composite,0.04008954665190648,16
pw,0.03862309305918639,16
beale,0.03642301777380963,16
rating,0.033319971298673506,16
composite,0.03855897953112596,16
pw,0.03993789209279558,16
beale,0.038086986465860215,16
rating,0.03351078952678752,16
composite,0.03974239150026624,16
pw,0.038372594506559415,16
beale,0.03763299345751169,16
rating,0.03385981625511903,16
composite,0.038741533893386325,16
pw,0.038372594506559415,16
beale,0.03763299345751169,16
rating,0.03385981625511903,16
composite,0.038741533893386325,16
pw,0.03849680056481672,16
beale,0.037602997787584455,16
rating,0.034402994122883904,16
composite,0.03888396143734739,16
pw,0.03849680056481672,16
beale,0.037602997787584455,16
rating,0.034402994122883904,16
composite,0.03888396143734739,16
pw,0.03862372946639956,16
beale,0.03761959920151834,16
rating,0.033577874918144644,16
composite,0.03873312715227693,16
pw,0.03862092084578673,16
beale,0.03695752764951168,16
rating,0.032228307772177715,16
composite,0.03828624434205883,16
pw,0.03844568759471791,16
beale,0.03791389768428955,16
rating,0.03452550136171509,16
composite,0.03866177014502632,16
pw,0.03813915621228492,16
beale,0.03727531825140655,16
rating,0.034158202403675474,16
composite,0.03856133198644465,16
pw,0.03936399790284903,16
beale,0.037221119105154285,16
rating,0.03404000249622607,16
composite,0.0394693630011387,16
pw,0.03936399790284903,16
beale,0.037221119105154285,16
rating,0.03404000249622607,16
composite,0.0394693630011387,16
pw,0.03911346937479893,16
beale,0.03800308326265743,16
rating,0.03419980388574347,16
composite,0.03936214933669758,16
pw,0.03896239597953889,16
beale,0.03718933720406919,16
rating,0.03364979269424111,16
composite,0.03905538136990051,16
pw,0.03813915621228492,16
beale,0.03727531825140655,16
rating,0.034158202403675474,16
composite,0.03856133198644465,16
pw,0.03993789209279558,16
beale,0.038086986465860215,16
rating,0.03351078952678752,16
composite,0.03974239150026624,16
pw,0.038372594506559415,16
beale,0.03763299345751169,16
rating,0.03385981625511903,16
composite,0.038741533893386325,16
pw,0.03862372946639956,16
beale,0.03761959920151834,16
rating,0.033577874918144644,16
composite,0.03873312715227693,16
pw,0.03844568759471791,16
beale,0.03791389768428955,16
rating,0.03452550136171509,16
composite,0.03866177014502632,16
pw,0.03862372946639956,16
beale,0.03761959920151834,16
rating,0.033577874918144644,16
composite,0.03873312715227693,16
pw,0.04035633910717814,16
beale,0.039576893041308014,16
rating,0.0354638879388088,16
composite,0.04049896746555882,16
pw,0.038372594506559415,16
beale,0.03763299345751169,16
rating,0.03385981625511903,16
composite,0.038741533893386325,16
pw,0.03896239597953889,16
beale,0.03718933720406919,16
rating,0.03364979269424111,16
composite,0.03905538136990051,16
pw,0.03862372946639956,16
beale,0.03761959920151834,16
rating,0.033577874918144644,16
composite,0.03873312715227693,16
pw,0.038372594506559415,16
beale,0.03763299345751169,16
rating,0.03385981625511903,16
composite,0.038741533893386325,16
pw,0.03896239597953889,16
beale,0.03718933720406919,16
rating,0.03364979269424111,16
composite,0.03905538136990051,16
pw,0.03862372946639956,16
beale,0.03761959920151834,16
rating,0.033577874918144644,16
composite,0.03873312715227693,16
pw,0.03862309305918639,16
beale,0.03642301777380963,16
rating,0.033319971298673506,16
composite,0.03855897953112596,16
pw,0.03862092084578673,16
beale,0.03695752764951168,16
rating,0.032228307772177715,16
composite,0.03828624434205883,16
pw,0.03896239597953889,16
beale,0.03718933720406919,16
rating,0.03364979269424111,16
composite,0.03905538136990051,16
pw,0.039802695176540406,16
beale,0.038879683807575546,16
rating,0.03529874113783088,16
composite,0.04008954665190648,16
pw,0.04072349024236464,16
beale,0.03966285305564811,16
rating,0.034900487616607294,16
composite,0.04063303508435553,16
pw,0.03993789209279558,16
beale,0.038086986465860215,16
rating,0.03351078952678752,16
composite,0.03974239150026624,16
pw,0.03849680056481672,16
beale,0.037602997787584455,16
rating,0.034402994122883904,16
composite,0.03888396143734739,16
pw,0.03896239597953889,16
beale,0.03718933720406919,16
rating,0.03364979269424111,16
composite,0.03905538136990051,16
pw,0.03896239597953889,16
beale,0.03718933720406919,16
rating,0.03364979269424111,16
composite,0.03905538136990051,16
pw,0.03849680056481672,16
beale,0.037602997787584455,16
rating,0.034402994122883904,16
composite,0.03888396143734739,16
pw,0.03862309305918639,16
beale,0.03642301777380963,16
rating,0.033319971298673506,16
composite,0.03855897953112596,16
pw,0.03993789209279558,16
beale,0.038086986465860215,16
rating,0.03351078952678752,16
composite,0.03974239150026624,16
pw,0.03875817052004694,16
beale,0.03790968139475133,16
rating,0.034448624074815394,16
composite,0.03897322854393031,16
pw,0.04072349024236464,16
beale,0.03966285305564811,16
rating,0.034900487616607294,16
composite,0.04063303508435553,16
pw,0.03813915621228492,16
beale,0.03727531825140655,16
rating,0.034158202403675474,16
composite,0.03856133198644465,16
pw,0.0380823183913037,16
beale,0.0376260413192729,16
rating,0.034083238569449684,16
composite,0.03844575230055548,16
pw,0.03875817052004694,16
beale,0.03790968139475133,16
rating,0.034448624074815394,16
composite,0.03897322854393031,16
pw,0.03896239597953889,16
beale,0.03718933720406919,16
rating,0.03364979269424111,16
composite,0.03905538136990051,16
pw,0.03911346937479893,16
beale,0.03800308326265743,16
rating,0.03419980388574347,16
composite,0.03936214933669758,16
pw,0.03993789209279558,16
beale,0.038086986465860215,16
rating,0.03351078952678752,16
composite,0.03974239150026624,16
pw,0.03813915621228492,16
beale,0.03727531825140655,16
rating,0.034158202403675474,16
composite,0.03856133198644465,16
pw,0.03862309305918639,16
beale,0.03642301777380963,16
rating,0.033319971298673506,16
composite,0.03855897953112596,16
pw,0.03875817052004694,16
beale,0.03790968139475133,16
rating,0.034448624074815394,16
composite,0.03897322854393031,16
pw,0.03875817052004694,16
beale,0.03790968139475133,16
rating,0.034448624074815394,16
composite,0.03897322854393031,16
pw,0.03993789209279558,16
beale,0.038086986465860215,16
rating,0.03351078952678752,16
composite,0.03974239150026624,16
pw,0.04072349024236464,16
beale,0.03966285305564811,16
rating,0.034900487616607294,16
composite,0.04063303508435553,16
pw,0.039802695176540406,16
beale,0.038879683807575546,16
rating,0.03529874113783088,16
composite,0.04008954665190648,16
pw,0.03875817052004694,16
beale,0.03790968139475133,16
rating,0.034448624074815394,16
composite,0.03897322854393031,16
pw,0.039802695176540406,16
beale,0.038879683807575546,16
rating,0.03529874113783088,16
